Longitude,Latitude,RelativeDensity
30.00,57.50,0.00000
30.50,57.50,0.00000
31.00,57.50,0.00000
31.50,57.50,0.00000
32.00,57.50,0.00000
-7.00,58.00,0.00000
-6.50,58.00,0.00000
-5.00,58.00,0.00000
-4.50,58.00,0.00000
-4.00,58.00,0.00000
12.00,58.00,0.00000
12.50,58.00,0.00000
13.00,58.00,0.00000
13.50,58.00,0.00000
14.00,58.00,0.00000
14.50,58.00,0.00000
15.00,58.00,0.00000
15.50,58.00,0.00000
16.00,58.00,0.00000
16.50,58.00,0.00000
24.50,58.00,0.00000
25.00,58.00,0.00000
25.50,58.00,0.00000
26.00,58.00,0.00000
26.50,58.00,0.00000
27.00,58.00,0.00000
27.50,58.00,0.00000
28.00,58.00,0.00000
28.50,58.00,0.00000
29.00,58.00,0.00000
29.50,58.00,0.00000
30.00,58.00,0.00000
30.50,58.00,0.00000
31.00,58.00,0.00000
31.50,58.00,0.00000
32.00,58.00,0.00000
-4.50,58.50,0.00000
-4.00,58.50,0.00000
-3.50,58.50,0.00000
6.00,58.50,0.00000
6.50,58.50,0.00000
7.00,58.50,0.00000
7.50,58.50,0.00000
8.00,58.50,0.00000
8.50,58.50,0.00000
11.50,58.50,0.00000
12.00,58.50,0.00000
12.50,58.50,0.00000
13.00,58.50,0.00000
13.50,58.50,0.00000
14.00,58.50,0.00000
14.50,58.50,0.00000
15.00,58.50,0.00000
15.50,58.50,0.00000
16.00,58.50,0.00000
16.50,58.50,0.00000
22.50,58.50,0.00000
23.00,58.50,0.00000
24.00,58.50,0.00000
24.50,58.50,0.00000
25.00,58.50,0.00000
25.50,58.50,0.00000
26.00,58.50,0.00000
26.50,58.50,0.00000
27.00,58.50,0.00000
27.50,58.50,0.00000
28.00,58.50,0.00000
28.50,58.50,0.00000
29.00,58.50,0.00000
29.50,58.50,0.00000
30.00,58.50,0.00000
30.50,58.50,0.00000
31.00,58.50,0.00000
31.50,58.50,0.00000
32.00,58.50,0.00000
6.00,59.00,0.00000
6.50,59.00,0.00000
7.00,59.00,0.00000
7.50,59.00,0.00000
8.00,59.00,0.00000
8.50,59.00,0.00000
9.00,59.00,0.00000
9.50,59.00,0.00000
11.50,59.00,0.00000
12.00,59.00,0.00000
12.50,59.00,0.00000
13.00,59.00,0.00000
13.50,59.00,0.00000
14.00,59.00,0.00000
14.50,59.00,0.00000
15.00,59.00,0.00000
15.50,59.00,0.00000
16.00,59.00,0.00000
16.50,59.00,0.00000
17.00,59.00,0.00000
22.50,59.00,0.00000
24.00,59.00,0.00000
24.50,59.00,0.00000
25.00,59.00,0.00000
25.50,59.00,0.00000
26.00,59.00,0.00000
26.50,59.00,0.00000
27.00,59.00,0.00000
27.50,59.00,0.00000
28.00,59.00,0.00000
28.50,59.00,0.00000
29.00,59.00,0.00000
29.50,59.00,0.00000
30.00,59.00,0.00000
30.50,59.00,0.00000
31.00,59.00,0.00000
31.50,59.00,0.00000
32.00,59.00,0.00000
5.50,59.50,0.00000
6.00,59.50,0.00000
6.50,59.50,0.00000
7.00,59.50,0.00000
7.50,59.50,0.00000
8.00,59.50,0.00000
8.50,59.50,0.00000
9.00,59.50,0.00000
9.50,59.50,0.00000
10.00,59.50,0.00000
11.00,59.50,0.00000
11.50,59.50,0.00000
12.00,59.50,0.00000
12.50,59.50,0.00000
13.00,59.50,0.00000
13.50,59.50,0.00000
14.00,59.50,0.00000
14.50,59.50,0.00000
15.00,59.50,0.00000
15.50,59.50,0.00000
16.00,59.50,0.00000
17.50,59.50,0.00000
18.00,59.50,0.00000
25.00,59.50,0.00000
25.50,59.50,0.00000
26.00,59.50,0.00000
26.50,59.50,0.00000
28.50,59.50,0.00000
29.00,59.50,0.00000
29.50,59.50,0.00000
30.00,59.50,0.00000
30.50,59.50,0.00000
31.00,59.50,0.00000
31.50,59.50,0.00000
32.00,59.50,0.00000
